Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123
,2010,17381041.76979911,4200674.726999998,21581716.496799126,,0.01745368191894593,0.1946404368541778,1057351.6112928726,291153.2299999995,1348504.8412928842,0.21590818296273614,0.0744728556227196,2010,3437749.058999999,342890.45099999994,33789.96400000002,317294.74899999984,68436.18100000003,514.323,,,4200674.726999998,14440585.93479911,2750407.9210000006,94642.77100000001,95405.143,17381041.76979911,21581716.496799126,0.08967140744768266,190047.914,0.32208201090172517,0.1946404368541778,2010,0.8183802085183447,0.08162747017665005,0.00804393727103261,0.07553423428873834,0.016291711557699016,0.00012243818753548545,,170695.85399999935,70813.05799999996,12841.840000000026,35628.63099999976,1146.4470000000147,27.400000000000034,291153.2299999995,1348504.8412928842,0.28732258268266553,,Asia,2021,1865277.4179999998,551916.6039999999,747715.6699999998,232645.75800000003,29077.181,462.34999999999997,,,3427094.9810000006,,,,,0.19824403278289474,YOY,Africa,2022.0,4790.988999999972,3247.0130000000026,257.04999999999745,10.874000000000706,544.2700000000004,0,8850.195999999974,,Hydropower,Mixed Hydro,0,,,Marine energy,Marine,0.00010295881189574531,919.2669999999999,,Hydropower,Mixed Hydro,0,,,Marine energy,Marine,0.00010295881189574531,919.2669999999999,,,,,,,,,,,,,0.6023782936591902,Ecuador,3618.243021,,,5215.17,31.549,71.13000000000001,,163.62,,,,,9099.712021
,2011,17890091.91892306,4418875.532000003,22308967.450923055,,0.022391329500072027,0.19807620149704275,509050.1491239518,218200.8050000053,727250.9541239291,0.3000350893493942,0.05194422781595329,2011,3514036.7790000006,433861.889,65665.55200000001,335001.68200000003,69796.175,513.455,,,4418875.532000003,15122111.40592306,2576728.784,100837.299,90414.43000000002,17890091.91892306,22308967.450923055,0.1130440170542463,191251.72900000002,0.3135781309193023,0.19807620149704275,2011,0.7952332564138849,0.09818377681338133,0.01486024024086496,0.07581152254097927,0.015795008140546095,0.0001161958503428604,,76287.7200000016,90971.43800000008,31875.58799999999,17706.933000000194,1359.993999999977,-0.8679999999999382,218200.8050000053,727250.9541239291,0.5629998752754239,,,2022,1906078.6650000003,687390.4609999998,869400.3899999999,257946.03999999998,30251.568000000003,431.22499999999997,,,3751498.349,,,,,,0.045326671983814994,,2023.0,1454.3460000000196,4751.113000000001,1955.8700000000044,845.4039999999991,358.6999999999998,0,9365.433000000023,,Hydropower,Hydropower,0.14297331415418116,4270210.036,,Multiple renewables*,Multiple renewables*,0,,,Hydropower,Hydropower,0.14297331415418116,4270210.036,,Multiple renewables*,Multiple renewables*,0,,,,,,,,,,,,,,0.9970549188477772,Paraguay,26.19,,,8824,1.166,0.02,,41.418,,,,,8892.794
,2012,18096394.156042553,4762327.482000002,22858721.638042536,,0.027466363077588284,0.20833743712396924,206302.23711949214,343451.9499999983,549754.1871194802,0.6247373063215153,0.07772383438113054,2012,3692513.5330000003,526180.5209999998,101665.42699999998,370592.95,70876.697,498.354,,,4762327.482000002,15449002.241042554,2460229.6040000003,98111.10800000001,89051.203,18096394.156042553,22858721.638042536,0.13183594584224764,187162.311,0.31596504828073546,0.20833743712396924,2012,0.7753590123645342,0.11048810124645679,0.02134784459579085,0.07781761153568646,0.014882785207000171,0.00010464505053119735,,178476.75399999972,92318.63199999981,35999.87499999997,35591.26799999998,1080.5219999999972,-15.101000000000056,343451.9499999983,549754.1871194802,0.3736141460253768,,,2023,1812829.303,875464.6409999997,1007031.129,280621.549,31233.927,444.94899999999996,,,4007625.497999999,,,,,16.130103000000062,YOY,Oceania,2022.0,3608.1849999999904,7145.820000000003,4795.2119999999995,-185.40099999999893,97.18999999999869,0,15461.005999999994,,Solar energy,PV,0.05393008957220668,1610739.8159999996,,Other renewable energy,Other renewable energy,0,,,Solar energy,PV,0.05393008957220668,1610739.8159999996,,Other renewable energy,Other renewable energy,0,,,,,,,,,,,,,,0.3878977383292807,Serbia,4770.119,,614,2512.629,241.066,604,,54.93,,,1,,8797.744
,2013,18467764.263241142,5035764.517000003,23503528.78024116,,0.032927843654294846,0.21425567896993605,371370.10719858855,273437.0350000011,644807.142198626,0.4240601834335323,0.05741668040123264,2013,3791207.427,636555.5070000002,137365.01399999997,397302.56299999997,72408.01499999998,925.9909999999999,,,5035764.517000003,15798767.819241142,2476945.636999999,103062.642,88988.16500000001,18467764.263241142,23503528.78024116,0.15368481158865907,192050.80700000003,0.31964179609981597,0.21425567896993605,2013,0.752856376465071,0.12640692487726185,0.02727788671139721,0.07889617587533428,0.014378753167579847,0.00018388290335538725,,98693.89399999985,110374.98600000038,35699.586999999985,26709.612999999954,1531.3179999999847,427.6369999999999,273437.0350000011,644807.142198626,0.5342164897304412,,Europe,2021,586781.7919999999,187769.12099999998,469163.10800000007,215625.03600000002,12340.023000000003,508.585,,,1472187.6650000003,,,,,0.04569016503836578,0.07386173178716852,,2023.0,-459.6559999999954,7453.7469999999885,2687.0609999999906,-125.529,-319.97199999999793,0,9235.650999999985,,Solar energy,CSP,0.00043563071584835943,13011.062000000002,,Other renewable energy,Other renewable energy n.e.s.,0,,,Solar energy,CSP,0.00043563071584835943,13011.062000000002,,Other renewable energy,Other renewable energy n.e.s.,0,,,,,,,,,,,,,,0.5978633295946452,Democratic People's Republic of Korea (the),3380,20,,4910,142.737,1.6,,,0.5,,,,8454.837
,2014,18544826.173026673,5307352.637000001,23852178.81002667,,0.03793389472745563,0.22251018153398064,77061.90978553146,271588.11999999825,348650.02978551015,0.7789705917050388,0.05393185465348043,2014,3895421.915000002,712215.6929999997,192590.34699999995,428781.8529999999,77343.67000000001,999.159,,,5307352.637000001,15811866.692026667,2533390.302,107314.83399999997,92254.34499999999,18544826.173026673,23852178.81002667,0.17048161331737782,199569.17899999995,0.3287222941538578,0.22251018153398064,2014,0.733967041843653,0.1341941532271317,0.0362874600902461,0.08079015703813687,0.014572928405171657,0.00018825939566072963,,104214.48800000176,75660.18599999952,55225.332999999984,31479.28999999992,4935.655000000028,73.16800000000012,271588.11999999825,348650.02978551015,0.48192652535759056,,,2022,485348.6390000001,236277.00499999998,520671.973,205270.65399999995,12343.887,525.0120000000001,,,1460437.1700000002,,,,,,YOY,Central America and the Caribbean,2022.0,1748.3509999999987,125.67300000000068,-416.21799999999894,-726.221999999997,10.687000000000808,0,742.2710000000043,,Wind energy,Offshore,0.006200080852000703,185178.94499999998,,,,,,,Wind energy,Offshore,0.006200080852000703,185178.94499999998,,,,,,,,,,,,,,,,,,0.2129455776168995,Azerbaijan,6623,,,1406.6,281,66.62,,37.7,,,,,8414.92
,2015,18748703.60385442,5516414.302999999,24265117.9068544,,0.04452062071764497,0.2273392745988564,203877.43082774803,209061.66599999834,412939.0968277268,0.5062772394429301,0.039390950686512355,2015,3897497.5919999992,827996.5229999998,252301.58800000002,456381.75099999993,81228.84899999999,1007.9999999999999,,,5516414.302999999,15975108.14485442,2569723.7020000005,109841.00200000001,94030.755,18748703.60385442,24265117.9068544,0.19583338952850218,203871.757,0.333241241029199,0.2273392745988564,2015,0.7065273523564787,0.1500968704525527,0.04573651907594948,0.08273159446196875,0.01472493626082892,0.00018272739222139603,,2075.6769999973476,115780.83000000007,59711.24100000007,27599.898000000045,3885.1789999999746,8.840999999999894,209061.66599999834,412939.0968277268,0.8394273056257073,,,2023,564630.233,280840.12999999995,578392.4159999997,189752.173,12266.340999999999,473.318,,,1626354.6109999998,,,,,18.215629000000074,-0.08000822237625596,,2023.0,-6503.5610000000015,977.2960000000003,493.829999999999,582.400999999998,-89.46100000000024,0,-4539.495000000004,,Wind energy,Onshore,0.07093928257610894,2118756.484,,,,,,,Wind energy,Onshore,0.07093928257610894,2118756.484,,,,,,,,,,,,,,,,,,0.3694398682042834,Slovakia,1641,2003,916,1615,867,4,,205,,,33,,7284
,2016,19039061.987726495,5871129.937999996,24910191.925726507,,0.051299262037409234,0.2356918788705304,290358.38387207314,354715.634999997,645074.0188721083,0.5498836174183641,0.06430184817827977,2016,4037659.672,953046.3259999998,324828.137,471311.11499999964,83240.84000000003,1043.8480000000002,,,5871129.937999996,16195752.869726492,2605681.706,123216.29700000004,114411.11499999999,19039061.987726495,24910191.925726507,0.2176539229236184,237627.412,0.3402949150000485,0.2356918788705304,2016,0.687714241489847,0.1623275819244865,0.05532634099913191,0.08027604907013045,0.014177993142552737,0.00017779337385191436,,140162.08000000054,125049.80299999996,72526.54899999997,14929.36399999971,2011.9910000000382,35.8480000000003,354715.634999997,645074.0188721083,0.5569992763358221,,North America,2021,671333.221,176841.661,441393.085,72515.28799999999,23336.756,1,,,1385421.0110000002,,,,,0.09210483809072187,YOY,Middle East,2022.0,-1728.3250000000007,6213.044999999998,1893.877,20.56400000000002,0,0,6399.160999999998,,Geothermal energy,Geothermal,0.003286502725875535,98158.576,,,,,,,Geothermal energy,Geothermal,0.003286502725875535,98158.576,,,,,,,,,,,,,,,,,,0.6381978993919293,Lithuania,1798,,760,89,2567,1828,,134,,,60,,7236
,2017,19485277.422212966,6237917.545000003,25723194.967212956,,0.06092144467269457,0.24250166252485025,446215.4344864711,366787.60700000636,813003.0414864495,0.45115158035496683,0.062473086249723295,2017,4089207.4020000007,1131498.9939999997,435595.20499999996,493861.3420000001,86705.043,1049.559,,,6237917.545000003,16599931.828212967,2633425.549,130903.25000000001,121016.795,19485277.422212966,25723194.967212956,0.2512207299463428,251920.045,0.3448771859525034,0.24250166252485025,2017,0.6555404704375584,0.18139050185216887,0.06983022809417398,0.07917086727057722,0.013899677636729642,0.00016825470879160194,,51547.73000000091,178452.66799999995,110767.06799999997,22550.22700000048,3464.2029999999795,5.710999999999785,366787.60700000636,813003.0414864495,0.7885210145608734,,,2022,690636.839,213358.93099999998,499261.32,68830.231,23678.156,1,,,1495766.4769999997,,,,,,0.3229252542046174,,2023.0,-196.6999999999971,15072.904000000002,78.85699999999997,201.28500000000008,0,0,15156.346000000005,,Marine energy,Marine,3.077849765574661e-05,919.2669999999999,,,,,,,Marine energy,Marine,3.077849765574661e-05,919.2669999999999,,,,,,,,,,,,,,,,,,0.16552522420241775,Puerto Rico,6016.1,,,98.1,962.645,127.8,,4.8,,,,,7209.445000000001
,2018,20038745.931046396,6633833.717000004,26672579.648046404,,0.06819904471194382,0.2487136154258664,553468.5088334307,395916.1720000012,949384.6808334477,0.41702397351981024,0.06346928588649708,2018,4207213.037000001,1258771.6309999991,560272.8210000003,517088.53799999953,89464.923,1022.7669999999999,,,6633833.717000004,17073782.6460464,2708701.8230000003,138794.21600000001,117467.24599999998,20038745.931046396,26672579.648046404,0.27420712209570125,256261.462,0.3502674155735171,0.2487136154258664,2018,0.6342053805506923,0.1897502537294904,0.08445686836621082,0.07794716600672359,0.013486156997082286,0.00015417434980003123,,118005.63500000071,127272.6369999994,124677.61600000039,23227.195999999414,2759.87999999999,-26.79200000000003,395916.1720000012,949384.6808334477,0.636372724375601,,,2023,628732.1059999999,248178.329,487354.521,64015.96199999999,23820.876,1,,,1452102.7940000002,,,,,24.696657000000005,,World,2022.0,44969.12700000063,260380.97699999984,255402.52800000002,10443.952999999909,2658.9749999999976,-14.697999999999922,573840.8620000003,,Multiple renewables*,Multiple renewables*,0,,,,,,,,Multiple renewables*,Multiple renewables*,0,,,,,,,,,,,,,,,,,,,0.4930873460283752,Myanmar,3643.1499999999996,,,3269.42,216,0.006,,58.732,,,0.38,,7187.688
,2019,20083313.469672002,6997005.024999998,27080318.494672,,0.07771016505636887,0.2583797168551265,44567.538625605404,363171.3079999937,407738.8466255963,0.8906958731196724,0.05474531371947463,2019,4252819.211999999,1412811.6009999996,691604.4189999999,546771.6470000001,92001.79499999998,996.351,,,6997005.024999998,17041208.165672004,2780488.636,147451.63899999997,114165.029,20083313.469672002,27080318.494672,0.30075954104377683,261616.66799999995,0.3610553422007832,0.2583797168551265,2019,0.6078056535338848,0.2019166194610529,0.09884292158272391,0.0781436693337233,0.013148739306500644,0.00014239678211464487,,45606.17499999795,154039.97000000044,131331.59799999953,29683.10900000058,2536.8719999999885,-26.41599999999994,363171.3079999937,407738.8466255963,0.7857767442355467,,South America,2021,640754.254,31652.042,99916.02699999999,69165.93200000002,324,0.044,,,841812.2990000001,,,,,0.22537821301879749,,,2023.0,-71626.21200000033,326537.97599999985,206446.98399999976,9021.365000000027,881.5709999999965,-38.36300000000008,471223.3209999995,,Other renewable energy,Other renewable energy,0,,,,,,,,Other renewable energy,Other renewable energy,0,,,,,,,,,,,,,,,,,,,0.37962313463766184,Jordan,4453,,,3.6,2077.185,631.11,,13,,,,,7177.895
,2020,19559638.129672006,7464886.431000006,27024524.560671993,,0.0899479733507495,0.27622637409367934,-523675.3399999961,467881.4060000088,-55793.93400000781,,0.06686881091671204,2020,4368382.729999998,1588944.6819999998,841856.533,569263.1209999998,95452.98499999999,986.3799999999999,,,7464886.431000006,16607660.826672006,2678922.186,152921.51700000002,120133.59999999998,19559638.129672006,27024524.560671993,0.3256313726228205,273055.11699999997,0.37535567348193044,0.27622637409367934,2020,0.5851907822547815,0.21285584136973168,0.11277553125308884,0.07625877851751062,0.012786930636158784,0.00013213596872737191,,115563.5179999983,176133.08100000024,150252.11400000018,22491.473999999696,3451.1900000000023,-9.971000000000117,467881.4060000088,-55793.93400000781,0.697581034028085,,,2022,720388.896,51139.223,111985.615,67596.66600000003,466.51,0.044,,,951576.954,,,,,,,,,,,,,,,,,Other renewable energy,Other renewable energy n.e.s.,0,,,,,,,,Other renewable energy,Other renewable energy n.e.s.,0,,,,,,,,,,,,,,,,,,,0.15170887632161298,Tunisia,6072,,,66,774.92,245,,,,,,,7157.92
,2021,20521950.52805534,7883428.512999999,28405379.04105537,,0.10135115035215655,0.27753294548915475,962312.3983833343,418542.08199999295,1380854.4803833775,0.303103685396154,0.05606811113185609,2021,4296867.121000002,1842085.9169999994,1036831.9249999997,612053.1919999999,94618.02999999998,972.328,,,7883428.512999999,17429661.053055342,2798890.5900000003,168828.97299999997,124569.91199999995,20521950.52805534,28405379.04105537,0.3651860148478015,293398.8849999999,0.37606676846524173,0.27753294548915475,2021,0.5450505593999293,0.23366558267920448,0.13152043216859696,0.07763794534201797,0.012002142195362353,0.0001233382148891949,,-71515.60899999551,253141.23499999964,194975.39199999964,42790.07100000011,-834.9550000000017,-14.051999999999907,418542.08199999295,1380854.4803833775,1.0706608636787132,,,2023,731461.706,75569.652,129188.691,72108.51499999998,368,,,,1008696.5640000001,,,,,-3.7972239999999875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003301766616511804,Turkmenistan,7000,,,2.2,0.112,,,,,,,,7002.312
,2022,20694734.61047572,8457269.375,29152003.985475667,,0.11644830141664816,0.2901093653531896,172784.08242037892,573840.8620000007,746624.9444202967,0.7685798154594861,0.07279077384335009,2022,4341836.248,2097488.4449999994,1297212.902,622497.1450000005,97277.00499999999,957.63,,,8457269.375,17698937.974475693,2678841.3269999996,174893.61900000004,142061.69000000006,20694734.61047572,29152003.985475667,0.4013944922973438,316955.3090000001,0.3820015497921967,0.2901093653531896,2022,0.5133851194139124,0.2480101261998645,0.1533843660974793,0.07360498021265882,0.011502176492988908,0.00011323158309593279,,44969.126999997534,255402.52799999993,260380.9770000003,10443.953000000562,2658.975000000006,-14.697999999999979,573840.8620000007,746624.9444202967,0.8988267290731897,,Eurasia,2021,283772.224,16073.578000000001,34924.349,7038.849,11222.928,0.349,,,353032.27699999994,,,,,-0.06781291775056887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374397771227834,Dominican Republic (the),4284.059,,,625.16,1422.587,432.7,,83.39,,,,,6847.896
,2023,20938689.59086405,8928492.695999997,29867182.286864042,,0.13150508371616446,0.29893990702721424,243954.98038833216,471223.32099999674,715178.3013883755,0.6588892868886137,0.05571814023010196,2023,4270210.035999999,2303935.429,1623750.8779999998,631518.5099999992,98158.57600000002,919.2669999999999,,,8928492.695999997,17875063.140864007,2738520.3530000006,177506.314,147599.78299999997,20938689.59086405,29867182.286864042,0.4399047454851613,325106.09699999995,0.39062985376197656,0.29893990702721424,2023,0.4782677414199008,0.2580430434839436,0.18186170200121765,0.07073069682667962,0.010993857456362761,0.00010295881189574535,,-71626.21200000029,206446.98400000064,326537.9759999998,9021.36499999871,881.5710000000254,-38.363000000000056,471223.32099999674,715178.3013883755,1.1310666010097665,,,2022,282015.797,19736.812,40665.548,8671.41,11567.595,0.349,,,362657.51099999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1216155219195391,Cuba,5806.400000000001,,,68.584,291.693,16.45,,439.651,,,90,,6712.778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x7,0x7,0,0x7,0x7,0x7,0x7,0x7,0x7,,-4270210.035999999,-2303935.429,-1623750.8779999998,-631518.5099999992,-98158.57600000002,-919.2669999999999,-8928492.695999997,-29867182.286864042,0x2a,,,2023,280894.847,26132.596,41249.455,9334.606000000002,11550.875999999998,,,,369162.38,,,,,21.555507000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6373327589058695,Angola,2357.0559999999996,,,3729.279,361.89,,,51,,,,,6499.225
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x7,0x7,0,0x7,0x7,0x7,0x7,0x7,0x7,,0,0,0,0,0,0,0,0,0x7,,Africa,2021,157501.362,19113.62,12741.778,3231.1489999999994,5182.69,,,,197770.59899999993,,,,,0.5317703017502837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8887776665554443,Tajikistan,718,,,5737.318,0.22,,,,,,,,6455.5380000000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x7,0x7,0,0x7,0x7,0x7,0x7,0x7,0x7,,0,0,0,0,0,0,0,0,0x7,,,2022,162292.35099999997,22360.633,12998.827999999998,3242.023,5726.96,,,,206620.79499999993,,,,,,7.341717077564413e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983716252162557,Ethiopia,99.14,,,5221.279,21.554,404.006,7.3,335,,,,,6088.279
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x7,0x7,,,,,,,,,,,,,,,,,,,,2023,163746.697,27111.746000000003,14954.698000000002,4087.426999999999,6085.66,,,,215986.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DataType,ELECGEN,,,,,,,,,,0.30208284201164376,Ghana,4113.5,,,1584.0900000000001,187.982,0.02,,8.373999999999999,,,,,5893.966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceania,2021,41178.452000000005,28345.731000000003,27226.928000000004,4285.222,8542.391,,,,109578.72399999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Year,2023,,,,,,,,,,0.632035741699939,Sri Lanka,2098,,,1846.446,1449.698,267,,49.085,,,5,,5715.228999999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,44786.636999999995,35491.55100000001,32022.140000000003,4099.821000000001,8639.580999999998,,,,125039.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7707898053493906,Croatia,1309.432,,,2189.9,859.6,1191.2,10,152.668,,,,,5712.800000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,44326.981,42945.297999999995,34709.200999999994,3974.292000000001,8319.609,,,,134275.38099999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicator,,,,,,,,,,,0.7782099524490581,Uruguay,1176.7,,,1538,329.768,1523.8,,737.2,,,,,5305.468000000001
,,,,,,,,,,,,,Electricity generation per installed capacity (GWh/MW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central America and the Caribbean,2021,31794.969,6148.385999999999,6243.820999999999,7216.347999999997,4592.061,,,,55995.58499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non RE,RE,Grand Total,,,,,,,,0.5071832965045447,Slovenia,1619.366,688,180,1191.838,1309.37,3.328,,57.39999999999999,,,2,,5051.302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electricity Generation (GWh) Total,,,,,,,,,,,,,,,,,,,,,,,,2022,33543.32,6274.058999999999,5827.603,6490.126,4602.7480000000005,,,,56737.85599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South America,0.23221515493583314,0.7677848450641672,1,,,,,,,,0.46617497456765006,Bosnia and Herzegovina,2224.74,,420,1868.18,212.19,219,,10.21,,,,,4954.32
,,,,,,,,,,,,,,Total Renewable,,,,,,,,Total Renewable Total,Total Non-Renewable,,,,Total Non-Renewable Total,,,,,,,,,,,,,,,,,,,,,,,,,2023,27039.759,7251.355,6321.432999999999,7072.526999999998,4513.287,,,,52198.361000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,0.5382645997117864,0.4617354002882142,1,,,,,,,,0.7498842426442321,Georgia,1190,,,3413.938,132.606,21.053,,0.2,,,,,4757.797
,,,,,,,,,,,,,,Hydropower,Wind energy,Solar energy,Bioenergy,Geothermal energy,Marine energy,Multiple renewables*,Other renewable energy,0,Fossil fuels,Nuclear,Other non-renewable energy,Pumped storage,,,,Other Non-RE,,,,,,,,,,,,,,,,,,,,,Middle East,2021,18473.429,18971.182,2761.1510000000003,329.60999999999996,,,,,40535.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceania,0.5930162526675969,0.40698374733240394,1,,,,,,,,0.6742941159327499,Panama,1464.06,,,1848.44,743.164,336,,103.37299999999999,,,,,4495.037
,,,,,,,,,,,,,2000,3.706758025237578,1.8257083190603351,1.0799000440114515,4.70688053198619,6.354761444268497,2.2949213011542495,0x7,0x7,3.729746899656431,4.403828329815157,7.220053640349103,11.084484535722273,1.0874751340789761,4.691748463083468,4.479975495122043,,1.7485505710253297,,,,,,,,,,,,,,,,,,,,,,2022,16745.104,25184.227,4655.028,350.174,,,,,46934.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North America,0.7344385237779735,0.2655614762220265,1,,,,,,,,0.5266219585435861,Cambodia,2056.438,,,1336.7,877.589,0.25,,73.2,,,,,4344.177
,,,,,,,,,,,,,2001,3.5896414351268073,1.8450487078829954,1.320821419246996,4.530967523128443,6.366950115194599,2.191811912225705,0x7,0x7,3.607770781565102,4.385890542279565,7.335487679191523,11.644410880520498,1.1061638321126683,4.6931205940122345,4.453988075356029,,1.8306589206268589,,,,,,,,,,,,,,,,,,,,,,2023,16548.404000000002,40257.131,4733.885,551.4590000000001,,,,,62090.87900000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,0.7343274585173941,0.2656725414826063,1,,,,,,,,0.7790520279867432,Kyrgyzstan,924,,,3257.9,0.08,,,,,,,,4181.98
,,,,,,,,,,,,,2002,3.6263983308843284,1.917795475012491,1.3220275795556318,4.640576593493296,6.545353896689665,2.2084426059979316,0x7,0x7,3.6364443006414446,4.431013498510151,7.321589214900076,11.221080108350888,1.1387144595725747,4.725863104451686,4.486785351560184,,1.8795131687331403,,,,,,,,,,,,,,,,,,,,,,2021,4296867.120999999,1036831.9249999999,1842085.917,612053.192,94618.03,972.328,0,0,7883428.513000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurasia,0.7588986558468586,0.24110134415314163,1,,,,,,,,0.3305635925111086,Lebanon,2781.12,,,282,1081.3,3,,7,,,,,4154.42
,,,,,,,,,,,,,2003,3.5530293376052025,1.8274714608801206,1.1966033495251216,4.68540340960269,6.597729506235698,2.1777476923076917,0x7,0x7,3.555169622106606,4.468574890053735,7.194998517471873,9.99281693950971,1.1265715109846242,4.730836776845217,4.474491990066829,,1.8337817723523657,,,,,,,,,,,,,,,,,,,,,,2022,4341836.248000001,1297212.9019999998,2097488.445,622497.145,97277.00499999999,957.6300000000001,0,0,8457269.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa,0.7593630043095101,0.24063699569048908,1,,,,,,,,0.4519942004767405,Armenia,1782,448,,1351,485.4,2.9,,,,,,,4069.3
,,,,,,,,,,,,,2004,3.6917881925923925,1.9487640319792252,1.0652377205978982,4.7587038082982875,6.837978154407235,2.0867035897435895,0x7,0x7,3.6739748950655504,4.462889090302728,7.404693989580337,9.792000847765038,1.1394955206293973,4.745474631393395,4.511463456916929,,1.8696747965056155,,,,,,,,,,,,,,,,,,,,,,2023,4270210.036,1623750.8779999996,2303935.4289999995,631518.51,98158.576,919.2669999999999,0,0,8928492.695999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central America and the Caribbean,0.8004261105151258,0.19957388948487445,1,,,,,,,,0.32557211783331613,Bolivia (Plurinational State of),2688.02,,,717.01,177.07,135,,268.53,,,,,3985.63
,,,,,,,,,,,,,2005,3.7416678919772677,1.9457276963293406,1.0511970698192605,4.85000808527205,6.97500807653453,2.131488132094943,0x7,0x7,3.7056177337647944,4.523096229412737,7.366690967280234,9.750653945745754,1.1482600719286018,4.787744084781741,4.549625762919627,,1.9071351678679196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East,0.9574158568756196,0.042584143124380316,1,,,,,,,,0.8664117085250101,Zambia,524.8,,,3165.052,195.836,,,42.8,,,,,3928.488
